position,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,playerID,PlayerName2,WeightedDegree,Modularity
TE,0.706555,5,0.317526,0.334058,0.000004,0.004989,0.004989,0.000192,0.05009,45064,Mason Schreck,0.706555,7
DE,9.153086,5,0.326133,0.3496,0.000392,0.012557,0.012558,0.000557,0.128682,47787,Clelin Ferrell,9.153086,7
SS,20.828153,5,0.359477,0.393009,0.002171,0.032741,0.032746,0.001133,0.332332,47810,Johnathan Abram,20.828153,7
RB,2.238728,5,0.308,0.324924,0.000006,0.004728,0.004728,0.000247,0.048702,45719,Dare Ogunbowale,2.238728,7
DT,0.228788,6,0.273195,0.289654,0.000002,0.002006,0.002006,0.000152,0.020688,52582,Larrell Murchison,0.228788,7
TE,0.088952,6,0.272953,0.289004,0,0.00181,0.00181,0.000121,0.01839,54635,Teagan Quitoriano,0.088952,7
DT,2.526924,6,0.274755,0.292684,0.000003,0.003431,0.003432,0.000175,0.034907,53894,Marvin Wilson,2.526924,7
TE,2.293891,5,0.328358,0.345639,0.000079,0.007077,0.007077,0.000316,0.071633,54608,Chigoziem Okonkwo,2.293891,1
FB,2.121133,5,0.332398,0.349545,0.000147,0.007233,0.007232,0.000323,0.071931,48096,Andrew Beck,2.121133,7
TE,2.256198,5,0.313135,0.33145,0.000028,0.006806,0.006805,0.000294,0.069361,44987,Eric Saubert,2.256198,7
QB,13.929215,5,0.347473,0.378442,0.002378,0.034157,0.034153,0.001215,0.327314,42831,Taylor Heinicke,13.929215,7
RB,4.903484,5,0.300664,0.317695,0.000009,0.005525,0.005525,0.000275,0.05457,53000,J.J. Taylor,4.903484,7
ILB,0.841837,5,0.281022,0.294167,0.000004,0.001663,0.001663,0.000152,0.016764,54535,Chad Muma,0.841837,7
DT,8.694348,5,0.337497,0.359773,0.000187,0.011563,0.011564,0.000417,0.116818,46387,Kendal Vickers,8.694348,7
CB,1.403655,5,0.314735,0.331201,0.000004,0.005065,0.005066,0.00019,0.051223,47837,Lonnie Johnson,1.403655,7
DE,7.105272,5,0.339431,0.36355,0.00062,0.013714,0.013715,0.0005,0.138465,53483,Dayo Odeyingbo,7.105272,7
MLB,5.665496,5,0.330118,0.351277,0.000149,0.010008,0.010009,0.000392,0.09687,46105,Shaquille Leonard,5.665496,7
G,1.838235,5,0.313582,0.33132,0.000093,0.005593,0.005592,0.000351,0.057971,43384,Graham Glasgow,1.838235,7
G,2.022059,6,0.303748,0.318626,0.000035,0.003411,0.003411,0.000264,0.034855,52524,Ben Bartch,2.022059,7
WR,3.317984,5,0.334056,0.351894,0.000114,0.008534,0.008533,0.000312,0.083827,54627,Montrell Washington,3.317984,5
QB,11.31674,5,0.330259,0.358355,0.001611,0.02871,0.028707,0.001079,0.273287,53647,Sam Ehlinger,11.31674,4
MLB,1.776845,6,0.29932,0.313182,0.000001,0.003203,0.003203,0.000189,0.031196,42512,David Mayo,1.776845,7
RB,2.453416,5,0.310171,0.324578,0.000016,0.003707,0.003706,0.000216,0.037574,54587,Zamir White,2.453416,0
OLB,1.863354,5,0.299786,0.312998,0.000002,0.002438,0.002438,0.000168,0.024373,52428,K'Lavon Chaisson,1.863354,7
DT,5.005718,5,0.324757,0.343885,0.000184,0.008483,0.008483,0.000389,0.083207,52792,Tershawn Wharton,5.005718,0
WR,1.304348,6,0.261905,0.273539,0,0.000716,0.000716,0.000122,0.007204,53732,D.J. Turner,1.304348,7
CB,8.14984,5,0.348101,0.37408,0.001738,0.017079,0.017081,0.000692,0.170679,52619,Isaiah Rodgers,8.14984,7
RB,14.951592,5,0.345291,0.368626,0.000637,0.019445,0.019442,0.000657,0.191066,46461,Mike Boone,14.951592,7
FS,12.182305,5,0.35533,0.382608,0.000529,0.022809,0.022812,0.00067,0.226138,54704,Rodney Thomas,12.182305,7
WR,0.790149,6,0.312881,0.328745,0.000004,0.003941,0.003941,0.000193,0.039902,53707,Tim Jones,0.790149,1
C,0.919118,6,0.289365,0.304253,0.000014,0.002629,0.002629,0.000201,0.02763,41630,Justin McCray,0.919118,7
C,0.735294,6,0.272133,0.285801,0.000001,0.001852,0.001851,0.000179,0.01961,41293,Justin Britt,0.735294,7
C,2.205882,5,0.315186,0.331699,0.000075,0.004908,0.004907,0.000334,0.050745,54530,Luke Fortner,2.205882,0
FS,21.191654,5,0.362438,0.39381,0.001385,0.031542,0.031547,0.000929,0.312818,38843,Rodney McLeod,21.191654,7
C,2.205882,5,0.317264,0.333268,0.000059,0.005143,0.005142,0.0003,0.053386,38629,Ben Jones,2.205882,7
DE,2.137106,5,0.311174,0.328766,0.00001,0.004829,0.00483,0.000221,0.049584,47832,Ben Banogu,2.137106,7
T,0.735294,6,0.291611,0.307294,0.000005,0.00293,0.002929,0.00017,0.0289,53482,Dillon Radunz,0.735294,7
C,2.389706,5,0.3125,0.328496,0.000077,0.005381,0.00538,0.000277,0.0532,41707,Tyler Larsen,2.389706,6
T,4.963235,5,0.321302,0.341667,0.000464,0.011081,0.011079,0.000488,0.107414,41563,Cornelius Lucas,4.963235,7
T,5.684774,5,0.338685,0.3596,0.000545,0.012682,0.01268,0.000561,0.125383,46106,Braden Smith,5.684774,4
T,1.838235,5,0.309237,0.325152,0.000061,0.004142,0.004141,0.00031,0.043427,54703,Thayer Munford,1.838235,7
G,0.183824,6,0.265152,0.275541,0,0.000546,0.000546,0.000125,0.005817,53643,Cole Van Lanen,0.183824,7
TE,2.388762,5,0.332542,0.349481,0.000114,0.008834,0.008834,0.000313,0.083659,54846,Armani Rogers,2.388762,7
WR,0.477869,6,0.301842,0.316147,0.000003,0.002686,0.002686,0.000168,0.027194,45280,Cody Hollister,0.477869,7
T,0.183824,6,0.254042,0.263323,0,0.000305,0.000305,0.000129,0.00337,52534,Charlie Heck,0.183824,7
DT,3.012422,5,0.307018,0.324578,0.000014,0.004362,0.004363,0.000199,0.044242,47942,Byron Cowart,3.012422,7
FB,1.82708,6,0.319834,0.336093,0.000016,0.005249,0.005248,0.000244,0.053705,42511,Michael Burton,1.82708,7
TE,0.522732,6,0.303568,0.319145,0.000001,0.00318,0.00318,0.000171,0.032446,53574,Luke Farrell,0.522732,7
WR,0.261366,6,0.291888,0.30526,0,0.002024,0.002024,0.000145,0.020525,53068,Mason Kinsey,0.261366,7
QB,0.869565,5,0.286832,0.298474,0.000004,0.001388,0.001387,0.000151,0.014241,43496,Jeff Driskel,0.869565,0
FB,0.551471,6,0.287528,0.301569,0.000005,0.002744,0.002743,0.000172,0.026422,53896,Tory Carter,0.551471,7
T,0.735294,6,0.264242,0.275855,0,0.000827,0.000827,0.000155,0.008723,47884,Yodny Cajuste,0.735294,7
T,4.581833,5,0.322446,0.341537,0.000213,0.009009,0.009007,0.000483,0.092587,46275,Matt Pryor,4.581833,7
C,0.735294,6,0.302139,0.314513,0.00001,0.002395,0.002394,0.000173,0.023357,52491,Lloyd Cushenberry,0.735294,5
C,2.389706,6,0.30084,0.315682,0.000026,0.005125,0.005124,0.000243,0.048203,41069,James Ferentz,2.389706,5
G,3.662715,5,0.32387,0.345152,0.000468,0.011235,0.011232,0.000559,0.114253,46075,Quenton Nelson,3.662715,7
G,2.757353,6,0.303867,0.322089,0.000059,0.0105,0.010498,0.000388,0.096038,39684,Greg Van Roten,2.757353,5
CB,2.662549,5,0.312057,0.332424,0.000039,0.008135,0.008137,0.000279,0.076068,53957,A.J. Parker,2.662549,5
FS,1.369791,6,0.276978,0.293312,0,0.003377,0.003377,0.000166,0.031168,52913,Bobby Price,1.369791,5
WR,1.848896,5,0.304528,0.32066,0.000011,0.005949,0.005949,0.000247,0.054074,42437,Ty Montgomery,1.848896,5
CB,1.758592,5,0.317068,0.336786,0.000049,0.009015,0.009016,0.000306,0.083091,54584,Jalyn Armour-Davis,1.758592,5
C,0.919118,5,0.305374,0.319448,0.000014,0.003945,0.003944,0.000194,0.036674,54490,Tyler Linderbaum,0.919118,1
ILB,0.968872,5,0.302139,0.316504,0.000001,0.003787,0.003788,0.000166,0.034884,54567,Channing Tindall,0.968872,5
QB,0.964125,5,0.313135,0.331234,0.000036,0.009035,0.009035,0.000338,0.082126,34843,Brian Hoyer,0.964125,5
DT,3.869516,5,0.335731,0.357781,0.000384,0.011815,0.011817,0.000421,0.112246,52743,Benito Jones,3.869516,4
CB,0.434783,6,0.273924,0.288377,0,0.001875,0.001875,0.00012,0.017005,54702,Chase Lucas,0.434783,5
QB,5.780795,5,0.333478,0.360206,0.000767,0.024755,0.024752,0.000832,0.229347,54712,Skylar Thompson,5.780795,5
OLB,0.412611,6,0.265243,0.277284,0,0.001271,0.001272,0.000176,0.01239,55087,Luiji Vilain,0.412611,5
NT,4.065189,5,0.320366,0.340162,0.000097,0.009693,0.009695,0.000365,0.091044,43694,Michael Pierce,4.065189,5
WR,0.560557,6,0.310234,0.324913,0.000008,0.004027,0.004027,0.000192,0.037202,45900,River Cracraft,0.560557,5
CB,0.935009,6,0.284974,0.301385,0,0.004323,0.004324,0.000164,0.039723,55240,Ja'Marcus Ingram,0.935009,5
C,3.846539,5,0.337349,0.358582,0.000481,0.012776,0.012774,0.000535,0.126381,43307,Ryan Kelly,3.846539,7
G,2.022059,5,0.311489,0.327208,0.000093,0.00625,0.006249,0.000323,0.059081,41324,Michael Schofield,2.022059,6
RB,4.005986,6,0.290731,0.307846,0.000005,0.007147,0.007146,0.000307,0.066804,46238,Jordan Wilkins,4.005986,4
T,2.573529,5,0.320366,0.338301,0.000096,0.008174,0.008172,0.000314,0.077809,33107,Duane Brown,2.573529,4
T,0.367647,6,0.274314,0.286245,0,0.001154,0.001153,0.000122,0.010771,54575,Daniel Faalele,0.367647,4
T,2.757353,5,0.311867,0.327662,0.00011,0.00554,0.005539,0.000329,0.056613,54542,Bernhard Raimann,2.757353,0
G,0.735294,6,0.298971,0.312175,0.000016,0.002538,0.002538,0.000172,0.025194,53677,Will Fries,0.735294,7
C,0.183824,6,0.274755,0.286255,0,0.001148,0.001148,0.000122,0.010455,42954,Greg Mancz,0.183824,5
C,1.838235,5,0.32766,0.345779,0.000105,0.009997,0.009995,0.000335,0.094228,46679,Evan Brown,1.838235,7
T,0.183824,6,0.274461,0.285303,0,0.000965,0.000965,0.000122,0.008838,53590,Tommy Doyle,0.183824,5
T,1.102941,5,0.309237,0.323885,0.000071,0.004306,0.004305,0.000274,0.040499,53522,Spencer Brown,1.102941,5
T,0.919118,6,0.292165,0.30763,0.00001,0.004152,0.004151,0.000221,0.038939,38553,Riley Reiff,0.919118,6
WR,1.149068,6,0.287689,0.299621,0.000001,0.002085,0.002085,0.000144,0.018892,48988,Gunner Olszewski,1.149068,4
ILB,1.863354,6,0.305374,0.321483,0,0.003778,0.003778,0.000173,0.035109,44174,Sam Eguavoen,1.863354,5
TE,0.127551,6,0.259478,0.270422,0,0.000849,0.000849,0.000122,0.007623,53047,Lawrence Cager,0.127551,5
OLB,1.627652,6,0.27939,0.29658,0.000016,0.004265,0.004266,0.000245,0.040531,40095,Steven Means,1.627652,5
FS,11.109444,5,0.348653,0.375801,0.000841,0.020131,0.020133,0.00069,0.201762,43387,Justin Simmons,11.109444,0
DE,5.125576,5,0.337497,0.358626,0.000164,0.009277,0.009278,0.000311,0.091656,54671,Matt Henningsen,5.125576,0
C,0.919118,6,0.275739,0.291483,0.000001,0.002982,0.002982,0.000169,0.02762,47901,Hjalte Froholdt,0.919118,5
FS,0.655506,6,0.283192,0.300649,0.000017,0.002963,0.002963,0.000185,0.027952,54496,Dax Hill,0.655506,5
WR,0.388917,5,0.296268,0.311667,0,0.00282,0.00282,0.000149,0.026672,33130,DeSean Jackson,0.388917,2
RB,2.886529,6,0.289365,0.304643,0,0.006084,0.006083,0.000235,0.055216,48017,Myles Gaskin,2.886529,5
QB,1.108826,5,0.329764,0.349751,0.000176,0.013285,0.013283,0.000463,0.123603,52434,Jordan Love,1.108826,6
QB,5.429679,5,0.32319,0.345152,0.000406,0.016668,0.016667,0.000658,0.156674,48090,Brett Rypien,5.429679,5
TE,3.358946,5,0.332901,0.35119,0.000279,0.012688,0.012687,0.000387,0.119408,54545,Greg Dulcich,3.358946,5
RB,31.062322,5,0.366929,0.396017,0.003173,0.033746,0.033741,0.001092,0.327699,40129,Latavius Murray,31.062322,7
T,0.551471,6,0.279238,0.291439,0.000001,0.002058,0.002058,0.000174,0.019386,41245,Ja'Wuan James,0.551471,5
T,0.551471,6,0.299203,0.311591,0.00002,0.002415,0.002415,0.000174,0.023409,48094,Calvin Anderson,0.551471,5
T,1.102941,6,0.281536,0.294816,0.000003,0.00262,0.00262,0.000201,0.024991,37213,Marcus Cannon,1.102941,5
CB,0.876229,6,0.270413,0.285292,0,0.003003,0.003003,0.000193,0.027725,41240,Kyle Fuller,0.876229,5
DE,0.091175,6,0.253498,0.264903,0,0.000873,0.000873,0.000121,0.008329,47860,Chase Winovich,0.091175,5
T,1.838235,6,0.313199,0.330346,0.000124,0.006717,0.006716,0.000346,0.06654,41296,Billy Turner,1.838235,7
WR,3.948018,5,0.333839,0.351515,0.000117,0.009445,0.009444,0.000359,0.092671,52454,K.J. Hamler,3.948018,5
OLB,5.250087,5,0.338164,0.359968,0.000168,0.010086,0.010087,0.000364,0.101365,53668,Jonathon Cooper,5.250087,0
G,0.919118,5,0.307385,0.320768,0.000041,0.003513,0.003512,0.000222,0.033828,53527,Quinn Meinerz,0.919118,6
OLB,2.3048,5,0.292831,0.309816,0.000006,0.004605,0.004606,0.000222,0.043194,40096,A.J. Klein,2.3048,0
FS,1.804574,6,0.275098,0.29382,0,0.004004,0.004005,0.000142,0.037566,47915,Ugochukwu Amadi,1.804574,5
OLB,0.434783,6,0.271079,0.286429,0,0.001828,0.001828,0.00012,0.017109,41279,Jeremiah Attaochu,0.434783,5
CB,7.269671,5,0.344134,0.369307,0.000378,0.017902,0.017905,0.000525,0.17798,46700,Tre Herndon,7.269671,5
OLB,5.714567,5,0.334855,0.357294,0.000278,0.012707,0.012709,0.000438,0.124507,38545,Bruce Irvin,5.714567,6
T,4.963235,6,0.311678,0.333258,0.000292,0.011278,0.011276,0.0005,0.112305,38683,Dennis Kelly,4.963235,7
T,0.183824,6,0.257095,0.266277,0,0.000388,0.000387,0.000128,0.004092,46706,KC McDermott,0.183824,7
WR,2.887234,5,0.324963,0.342922,0.000039,0.008505,0.008504,0.000308,0.082228,54508,Wan'Dale Robinson,2.887234,5
DE,0.228788,6,0.273486,0.291115,0.000001,0.002516,0.002516,0.000147,0.023905,46183,Da'Shawn Hand,0.228788,6
WR,0.758481,6,0.304408,0.320574,0,0.004187,0.004187,0.000193,0.04085,44908,Kenny Golladay,0.758481,7
WR,2.461053,5,0.32913,0.347446,0.000779,0.008793,0.008793,0.000403,0.083896,44003,Marcus Johnson,2.461053,5
RB,8.518568,5,0.329482,0.351093,0.000133,0.011885,0.011884,0.000458,0.120403,39212,Brandon Bolden,8.518568,7
TE,4.734257,5,0.330118,0.351396,0.000142,0.011706,0.011704,0.000513,0.119043,42547,Darren Waller,4.734257,7
TE,2.823425,5,0.326756,0.346223,0.000146,0.009904,0.009902,0.000426,0.099312,42589,Geoff Swaim,2.823425,7
WR,0.911649,5,0.308494,0.323669,0.000004,0.004723,0.004723,0.000216,0.045743,53608,Simi Fehoko,0.911649,3
CB,15.404495,5,0.35,0.379015,0.001198,0.022709,0.022712,0.00081,0.229222,53596,Nate Hobbs,15.404495,7
SS,3.444563,5,0.338536,0.361537,0.000239,0.012745,0.012747,0.000413,0.128021,48581,Roderic Teamer,3.444563,7
OLB,9.705082,5,0.335074,0.359123,0.000261,0.014912,0.014913,0.000541,0.149513,44968,Jayon Brown,9.705082,7
ILB,2.3048,6,0.300723,0.319686,0.000043,0.006378,0.00638,0.000245,0.064711,42771,Neville Hewitt,2.3048,7
T,0.367647,6,0.287153,0.299665,0.000001,0.001756,0.001755,0.000147,0.017128,29550,Jason Peters,0.367647,7
CB,5.673779,5,0.340783,0.367013,0.000331,0.016718,0.016719,0.000575,0.168684,52547,Amik Robertson,5.673779,7
G,0.183824,6,0.259303,0.270032,0,0.000427,0.000427,0.000126,0.004586,45056,Kyle Fuller,0.183824,2
WR,0.87854,5,0.309735,0.325119,0.000002,0.003397,0.003397,0.000168,0.034835,46213,Justin Watson,0.87854,7
WR,0.694372,5,0.3203,0.335487,0.000016,0.004641,0.004641,0.000193,0.044549,53511,Dyami Brown,0.694372,6
DE,0.714286,6,0.266206,0.277781,0,0.000708,0.000708,0.000123,0.007478,55190,Sam Okuayinonu,0.714286,7
C,2.205882,6,0.29485,0.310346,0.000035,0.004065,0.004064,0.000281,0.04048,43339,Nick Martin,2.205882,6
TE,1.229287,5,0.330898,0.347165,0.000026,0.007241,0.007241,0.00024,0.068992,52614,Tyler Davis,1.229287,3
OLB,1.428571,6,0.296724,0.310249,0,0.00223,0.00223,0.000146,0.022268,53645,Quincy Roche,1.428571,7
T,0.183824,6,0.263653,0.274156,0,0.00059,0.00059,0.000125,0.00591,41237,Taylor Lewan,0.183824,1
CB,1.497342,5,0.313263,0.329188,0.00002,0.004355,0.004355,0.000219,0.043349,54486,Trent McDuffie,1.497342,0
DE,0.311375,6,0.253623,0.26289,0.000001,0.000389,0.000389,0.000161,0.0042,47812,L.J. Collier,0.311375,7
OLB,1.541421,5,0.302911,0.320043,0.000035,0.00367,0.003671,0.000226,0.036621,53663,Patrick Johnson,1.541421,7
SS,1.649294,6,0.30495,0.321364,0,0.004541,0.004541,0.000193,0.045049,46649,Jeremy Reaves,1.649294,7
FS,0.968872,6,0.288606,0.304113,0,0.002731,0.002731,0.000172,0.027695,54578,Percy Butler,0.968872,7
SS,0.220723,6,0.272374,0.290617,0,0.0032,0.003201,0.000145,0.032463,42376,Landon Collins,0.220723,7
CB,1.937745,5,0.317919,0.337457,0.000015,0.00722,0.007221,0.00024,0.073514,55104,Sam Webb,1.937745,7
T,1.654412,5,0.308185,0.323658,0.000057,0.004471,0.00447,0.000252,0.043591,45721,Dan Skipper,1.654412,6
CB,2.491131,5,0.309423,0.324589,0.000001,0.005942,0.005943,0.000187,0.055211,46329,Danny Johnson,2.491131,2
RB,1.149068,6,0.270888,0.284448,0,0.001872,0.001872,0.000145,0.018615,53517,Trey Sermon,1.149068,7
WR,0.522732,5,0.305981,0.320942,0,0.003847,0.003847,0.000165,0.038383,48556,Jalen Guyton,0.522732,7
CB,0.78972,6,0.289419,0.306721,0.000006,0.004745,0.004746,0.000214,0.045835,53552,Zech McPhearson,0.78972,6
CB,0.935009,5,0.299728,0.315022,0.000001,0.003136,0.003136,0.000168,0.031799,54687,Montaric Brown,0.935009,7
T,0.551471,6,0.287582,0.300065,0.000002,0.001631,0.001631,0.000148,0.01667,53442,Rashawn Slater,0.551471,7
T,2.941176,5,0.314157,0.333647,0.000136,0.008824,0.008823,0.000396,0.087714,52553,Jack Driscoll,2.941176,2
OLB,0.714286,6,0.268153,0.280216,0,0.000846,0.000846,0.000123,0.008597,54758,De'Shaan Dixon,0.714286,7
NT,0.127551,6,0.263068,0.272965,0,0.000703,0.000703,0.000122,0.006809,53679,Khyiris Tonga,0.127551,7
DE,0.434783,6,0.265746,0.280606,0,0.001362,0.001362,0.000122,0.013799,48308,Jonathan Kongbo,0.434783,7
OLB,2.857143,6,0.279441,0.293766,0.000029,0.001881,0.001881,0.000241,0.019821,55105,Luke Masterson,2.857143,7
T,1.286765,5,0.290731,0.304751,0.000011,0.002946,0.002946,0.000227,0.029333,52514,Tyre Phillips,1.286765,6
OLB,0.551471,6,0.25878,0.269048,0.00001,0.000676,0.000676,0.000209,0.007257,48458,Anthony Pittman,0.551471,6
C,0.919118,6,0.296782,0.310552,0.000006,0.002606,0.002606,0.000197,0.027042,46314,Will Clapp,0.919118,0
ILB,0.910092,5,0.298913,0.3196,0.00002,0.006019,0.00602,0.000214,0.06065,46674,Ezekiel Turner,0.910092,2
DE,2.866426,5,0.314029,0.334307,0.000137,0.00722,0.007222,0.000387,0.0754,43292,Joey Bosa,2.866426,7
DE,1.473535,6,0.308989,0.324675,0.000009,0.003556,0.003556,0.000169,0.035559,45063,Pat O'Connor,1.473535,3
FS,0.220723,6,0.276085,0.292706,0,0.002682,0.002683,0.000144,0.027413,43616,Matthias Farley,0.220723,7
G,1.640656,5,0.296724,0.311905,0.000024,0.003718,0.003717,0.000255,0.038441,52517,John Simpson,1.640656,7
NT,4.082452,5,0.324484,0.34184,0.00007,0.006504,0.006504,0.000272,0.065949,52539,Rashard Lawrence,4.082452,2
G,0.735294,5,0.293893,0.307619,0.000005,0.002934,0.002934,0.000196,0.030012,48225,Lester Cotton,0.735294,2
SS,2.51886,5,0.319568,0.337911,0.00019,0.006119,0.00612,0.000276,0.060629,43413,Deon Bush,2.51886,0
WR,0.784098,5,0.314735,0.329524,0.000005,0.003822,0.003822,0.000194,0.03784,52778,Andre Baccellia,0.784098,7
TE,0.261366,5,0.298855,0.313312,0,0.002636,0.002637,0.000144,0.025869,43845,Stephen Anderson,0.261366,7
WR,0.650283,5,0.309423,0.324556,0.000388,0.00311,0.00311,0.000288,0.031247,47845,Andy Isabella,0.650283,0
DE,1.189595,5,0.310296,0.325455,0,0.005653,0.005654,0.000188,0.054617,54827,Joshua Onujiogu,1.189595,6
RB,7.795031,6,0.297585,0.316201,0.000112,0.007413,0.007412,0.000385,0.073091,54558,Tyrion Davis-Price,7.795031,6
G,0.551471,5,0.290456,0.302468,0.000003,0.001486,0.001485,0.000147,0.015278,47999,Nick Allegretti,0.551471,2
CB,1.428571,6,0.280102,0.292229,0,0.001971,0.001971,0.000143,0.01957,54709,Christian Matthew,1.428571,2
TE,0.183824,6,0.256112,0.265325,0,0.000348,0.000348,0.000127,0.00375,42398,Maxx Williams,0.183824,0
G,0.735294,5,0.295756,0.309221,0.000013,0.002858,0.002857,0.000198,0.027885,52480,Josh Jones,0.735294,6
QB,1.57887,5,0.292054,0.305877,0.000189,0.002278,0.002278,0.000357,0.024082,47980,Trace McSorley,1.57887,0
TE,0.650283,5,0.309051,0.32461,0.000004,0.003654,0.003654,0.000198,0.036984,48700,Jesper Horsted,0.650283,7
ILB,1.149068,6,0.273729,0.287294,0.000001,0.001689,0.001689,0.000149,0.016373,41947,Christian Jones,1.149068,2
FB,0.522732,5,0.310046,0.324708,0.000003,0.003103,0.003103,0.00017,0.031485,47749,Jakob Johnson,0.522732,7
CB,0.714286,7,0.21218,0.21716,0,0.000018,0.000018,0.000165,0.000525,53883,Dicaprio Bootle,0.714286,0
WR,1.568196,5,0.317329,0.333874,0.000007,0.00587,0.005869,0.00024,0.058999,40024,Keenan Allen,1.568196,7
TE,0.784098,5,0.306041,0.321494,0,0.003896,0.003896,0.000194,0.039521,48456,Donald Parham,0.784098,0
WR,0.388917,5,0.307201,0.321569,0,0.003588,0.003588,0.000166,0.035275,48576,Jason Moore,0.388917,6
WR,0.87305,5,0.30315,0.316699,0.000002,0.003031,0.003031,0.000198,0.030167,55133,Rashid Shaheed,0.87305,6
C,0.183824,6,0.274412,0.285195,0,0.00085,0.00085,0.000123,0.008668,52486,Matt Hennessy,0.183824,7
FS,0.220723,6,0.272566,0.290812,0,0.003291,0.003292,0.000143,0.03353,48508,Andrew Wingard,0.220723,7
T,0.367647,6,0.272518,0.283463,0,0.000918,0.000918,0.000151,0.009625,54006,Jake Curhan,0.367647,7
DT,2.142857,5,0.278229,0.288496,0.000005,0.000862,0.000862,0.000202,0.009361,54640,Matthew Butler,2.142857,7
DT,0.434783,6,0.27046,0.283994,0,0.001648,0.001649,0.00012,0.015238,43938,Antwaun Woods,0.434783,2
G,1.286765,6,0.281022,0.295444,0.000002,0.003914,0.003913,0.000192,0.035853,53027,Brandon Walton,1.286765,5
CB,0.783057,6,0.280817,0.298647,0,0.004686,0.004687,0.000165,0.043838,47866,Justin Layne,0.783057,4
ILB,0.714286,6,0.277527,0.28895,0,0.001246,0.001246,0.000121,0.011573,52540,Troy Dye,0.714286,6
CB,1.044307,5,0.301783,0.321786,0.000047,0.006504,0.006505,0.000265,0.062782,53854,Nick McCloud,1.044307,4
TE,0.183824,6,0.277378,0.288593,0,0.001055,0.001055,0.000122,0.01007,53510,Hunter Long,0.183824,6
C,0.735294,6,0.271941,0.283139,0.000002,0.001253,0.001253,0.000184,0.012184,52616,Jake Hanson,0.735294,6
C,1.838235,5,0.296325,0.31158,0.000041,0.003994,0.003993,0.000287,0.039249,46090,Billy Price,1.838235,6
DE,0.714286,6,0.273826,0.286905,0,0.00146,0.00146,0.00012,0.013623,55016,Kingsley Jonathan,0.714286,4
WR,0.87305,5,0.306773,0.321407,0.000004,0.00347,0.00347,0.000173,0.032314,38947,Cole Beasley,0.87305,0
WR,0.127551,6,0.273924,0.283896,0,0.000892,0.000892,0.000122,0.008268,54931,Tanner Conner,0.127551,6
WR,0.388917,6,0.288066,0.301937,0,0.002974,0.002973,0.000166,0.028616,55158,Dennis Houston,0.388917,3
CB,0.434783,6,0.268246,0.281461,0,0.001316,0.001316,0.000121,0.012606,53559,Robert Rochell,0.434783,1
TE,0.127551,6,0.26506,0.276926,0,0.000868,0.000868,0.000122,0.008399,54038,Feleipe Franks,0.127551,3
TE,0.088952,6,0.274412,0.291028,0,0.002194,0.002194,0.00012,0.02038,37118,Kyle Rudolph,0.088952,0
SS,2.966969,5,0.312183,0.330952,0.000178,0.006386,0.006386,0.000348,0.061702,42901,Dean Marlowe,2.966969,0
FS,0.220723,6,0.275936,0.29382,0,0.003209,0.003209,0.000143,0.029887,52904,Elijah Riley,0.220723,0
WR,0.127551,6,0.266114,0.278258,0,0.000741,0.00074,0.000123,0.007408,52465,Van Jefferson,0.127551,3
G,0.367647,6,0.275887,0.288647,0,0.001941,0.00194,0.000146,0.018182,53466,Landon Dickerson,0.367647,6
WR,0.261366,6,0.273243,0.286429,0,0.001647,0.001648,0.000157,0.015933,54553,Jalen Tolbert,0.261366,1
TE,0.261366,6,0.277128,0.289816,0,0.001644,0.001644,0.000159,0.015897,52934,Sean McKeon,0.261366,1
CB,0.714286,6,0.267826,0.279524,0,0.000823,0.000823,0.000122,0.008502,52764,Essang Bassey,0.714286,0
T,0.183824,6,0.256368,0.265931,0,0.000405,0.000405,0.000126,0.004413,52561,Colton McKivitz,0.183824,0
RB,0.714286,6,0.272374,0.283517,0,0.000902,0.000902,0.000122,0.009143,55113,Jordan Mason,0.714286,0
G,0.367647,6,0.273924,0.285487,0,0.001268,0.001268,0.000148,0.013114,53588,Brenden Jaimes,0.367647,0
DE,2.142857,5,0.284185,0.296374,0.000001,0.00172,0.00172,0.000172,0.018137,54581,Eyioma Uwazurike,2.142857,0
CB,2.584303,5,0.301842,0.317543,0.000002,0.00414,0.004141,0.000193,0.041795,42827,Justin Coleman,2.584303,1
SS,1.217839,6,0.268573,0.285314,0,0.002465,0.002465,0.000176,0.025525,44818,Jamal Adams,1.217839,7
DT,0.274998,6,0.272808,0.288626,0.000001,0.001923,0.001923,0.000148,0.019952,52759,Chris Williams,0.274998,5
G,0.551471,6,0.270841,0.28158,0,0.000987,0.000987,0.000152,0.009906,46282,Colby Gossett,0.551471,6
WR,0.127551,6,0.260664,0.271028,0,0.000587,0.000587,0.000124,0.005881,42419,Chris Conley,0.127551,0
DE,0.183824,6,0.253331,0.261396,0,0.000319,0.000319,0.000128,0.003341,53620,Tarron Jackson,0.183824,6
TE,0.127551,6,0.265884,0.276634,0,0.000742,0.000742,0.000123,0.007074,41327,Richard Rodgers,0.127551,0
G,0.183824,6,0.273924,0.28447,0,0.000725,0.000725,0.000123,0.007432,48514,Iosua Opeta,0.183824,2
G,0.183824,6,0.257525,0.265844,0,0.000352,0.000352,0.000128,0.003534,53861,Robert Jones,0.183824,5
